accuracy,loss,val_accuracy,val_loss
0.3366440236568451,2.498959541320801,0.6828261017799377,1.2010685205459595
0.6504212021827698,1.1981711387634277,0.8120652437210083,0.6899396777153015
0.7521195411682129,0.8264201283454895,0.8636956810951233,0.4858284890651703
0.8062771558761597,0.6446526646614075,0.8904348015785217,0.37305760383605957
0.8375271558761597,0.5323063135147095,0.9060869812965393,0.3142867982387543
0.8595380187034607,0.45949506759643555,0.9205434918403625,0.26970547437667847
0.8760597705841064,0.4017060399055481,0.9261956810951233,0.24288716912269592
0.8875951170921326,0.3635599613189697,0.9365217685699463,0.21486258506774902
0.8986820578575134,0.3279194235801697,0.9378260970115662,0.20311900973320007
0.9052852988243103,0.30611175298690796,0.9443477988243103,0.18146921694278717
0.9129619598388672,0.28088805079460144,0.9503260850906372,0.1656164824962616
0.9186820387840271,0.2623938024044037,0.9510869383811951,0.15917934477329254
0.9236549139022827,0.24470077455043793,0.9544565081596375,0.14922219514846802
0.9283967614173889,0.23049460351467133,0.955978274345398,0.14253643155097961
0.9321467280387878,0.2162659615278244,0.9596739411354065,0.12973828613758087
0.935326099395752,0.2041705846786499,0.9593478441238403,0.1293230652809143
0.9384375214576721,0.1949317306280136,0.9622825980186462,0.12719227373600006
0.9409239292144775,0.1882365494966507,0.9634782671928406,0.11967415362596512
0.9424999952316284,0.18133987486362457,0.9644564986228943,0.11648628860712051
0.9451494812965393,0.1722852736711502,0.9642391204833984,0.1136704832315445
0.9475951194763184,0.1646949052810669,0.9667391180992126,0.10508603602647781
0.9512364268302917,0.15577393770217896,0.9656521677970886,0.1100434809923172
0.9513858556747437,0.15286356210708618,0.9672825932502747,0.10258185118436813
0.9532880187034607,0.14681951701641083,0.9683695435523987,0.09996260702610016
0.954755425453186,0.14204435050487518,0.9693478345870972,0.09499705582857132
0.9571467638015747,0.13491003215312958,0.9722825884819031,0.09118490666151047
0.9576630592346191,0.13191328942775726,0.9726086854934692,0.0922786071896553
0.9590217471122742,0.12683318555355072,0.9722825884819031,0.09388750791549683
0.9606114029884338,0.12283817678689957,0.9719565510749817,0.09333188086748123
0.9608831405639648,0.1203690767288208,0.9736956357955933,0.08719698339700699
0.9627038240432739,0.11631302535533905,0.9740217328071594,0.08626893907785416
0.9631657600402832,0.11411837488412857,0.9734782576560974,0.08416139334440231
0.9645516276359558,0.10801347345113754,0.9765217304229736,0.0808611735701561
0.9646875262260437,0.10845127701759338,0.9744565486907959,0.08620425313711166
0.9659510850906372,0.10505786538124084,0.9735869765281677,0.08596834540367126
0.9677309989929199,0.09941629320383072,0.9752174019813538,0.07948515564203262
0.9679076075553894,0.09822496771812439,0.9764130711555481,0.08136960864067078
0.9691576361656189,0.09542284905910492,0.9764130711555481,0.07797871530056
0.9697282314300537,0.09337068349123001,0.9745652079582214,0.08193125575780869
0.9709510803222656,0.08909459412097931,0.9757608771324158,0.08418450504541397
0.9708016514778137,0.08883679658174515,0.9779347777366638,0.07607755064964294
0.9710869789123535,0.08741311728954315,0.9789130687713623,0.07396958023309708
0.9711005687713623,0.08649180829524994,0.9759782552719116,0.07886695861816406
0.9736956357955933,0.07997404783964157,0.9775000214576721,0.07648832350969315
0.9729211926460266,0.07982158660888672,0.9783695936203003,0.07453252375125885
0.9746875166893005,0.07843229174613953,0.9768478274345398,0.07750768959522247
0.9752174019813538,0.07539205998182297,0.9775000214576721,0.07723517715930939
0.9754619598388672,0.07508325576782227,0.9784782528877258,0.07163693010807037
0.975679337978363,0.07206209003925323,0.9786956310272217,0.07439810782670975
0.9761277437210083,0.07194582372903824,0.9779347777366638,0.074137844145298
0.9769157767295837,0.06983591616153717,0.9792391061782837,0.07207776606082916
0.9769157767295837,0.06906495988368988,0.9778260588645935,0.07501430064439774
0.9773913025856018,0.06618797779083252,0.9794565439224243,0.07223094999790192
0.9777853488922119,0.0651012659072876,0.9780434966087341,0.07248152047395706
0.9775000214576721,0.06593180447816849,0.97826087474823,0.07027553021907806
0.9791983962059021,0.062433138489723206,0.9784782528877258,0.0724487155675888
0.9798233509063721,0.06116219609975815,0.9779347777366638,0.07783028483390808
