accuracy,loss,val_accuracy,val_loss
0.9800407886505127,0.05853692814707756,0.9779347777366638,0.0749230608344078
0.9794701337814331,0.06081032007932663,0.978804349899292,0.07227417826652527
0.9805163145065308,0.05769976228475571,0.9794565439224243,0.07104384899139404
0.9811277389526367,0.056675516068935394,0.9802173972129822,0.06837654113769531
0.980706512928009,0.05555518716573715,0.9786956310272217,0.07382716238498688
0.9822282791137695,0.053085170686244965,0.9800000190734863,0.06892331689596176
0.9816032648086548,0.054243750870227814,0.9811956286430359,0.06932371854782104
0.9816168546676636,0.05414014682173729,0.9802173972129822,0.07128424197435379
0.9818206429481506,0.053095798939466476,0.9789130687713623,0.07035264372825623
0.9833424091339111,0.04863222688436508,0.9797825813293457,0.06957443058490753
0.9832608699798584,0.04973588511347771,0.980434775352478,0.06952418386936188
0.9832472801208496,0.049976225942373276,0.98097825050354,0.06832282245159149
0.9829755425453186,0.04828702285885811,0.9813043475151062,0.06932830810546875
0.9834782481193542,0.047612372785806656,0.9817391037940979,0.06873658299446106
0.9838722944259644,0.04765796661376953,0.980434775352478,0.07087571173906326
0.9837228059768677,0.04709235951304436,0.98097825050354,0.06746387481689453
0.9845787882804871,0.04473281651735306,0.9814130663871765,0.07136356830596924
0.9852038025856018,0.04426197707653046,0.9807608723640442,0.07023278623819351
0.984307050704956,0.0466478057205677,0.9823912978172302,0.06464716047048569
0.9850407838821411,0.043026771396398544,0.9806521534919739,0.06939418613910675
0.985461950302124,0.04282286763191223,0.9813043475151062,0.068785160779953
0.9848641157150269,0.04300904646515846,0.9806521534919739,0.07247909158468246
0.985190212726593,0.043608322739601135,0.9807608723640442,0.07010619342327118
0.986548900604248,0.04031778872013092,0.9813043475151062,0.06750310212373734
0.9863858819007874,0.040540099143981934,0.9810869693756104,0.07172396034002304
0.9865081310272217,0.040316157042980194,0.9800000190734863,0.06799131631851196
0.9857472777366638,0.04007108882069588,0.9803261160850525,0.06869982182979584
0.9865353107452393,0.03971148282289505,0.9808695912361145,0.07248400151729584
0.9867255687713623,0.037965092808008194,0.9825000166893005,0.06611710786819458
0.9873097538948059,0.0370289608836174,0.9810869693756104,0.07268079370260239
0.9875407814979553,0.036749713122844696,0.9805434942245483,0.07015150785446167
0.9877581596374512,0.03538774698972702,0.9806521534919739,0.07156185060739517
0.9873505234718323,0.03700345754623413,0.9791304469108582,0.07524949312210083
0.9877173900604248,0.035332269966602325,0.9816304445266724,0.06750648468732834
0.9878396987915039,0.03670433163642883,0.9825000166893005,0.06603492051362991
0.9883831739425659,0.035113438963890076,0.9808695912361145,0.06645835191011429
0.9887499809265137,0.03372373804450035,0.9818478226661682,0.06776261329650879
0.9878532886505127,0.03535844385623932,0.9827173948287964,0.06255141645669937
0.9879891276359558,0.03480953723192215,0.9833695888519287,0.06630127876996994
0.9888451099395752,0.03161381930112839,0.981521725654602,0.06960445642471313
0.9887228012084961,0.03294864669442177,0.98097825050354,0.0718061774969101
0.9889538288116455,0.032209571450948715,0.9822825789451599,0.07075750827789307
0.988858699798584,0.03257738798856735,0.9820652008056641,0.06882386654615402
